Id,ParentId,Level,Code,Sequence,CodeText,Component,Property,Timing,System,Scale,Method
179985809,31205717,2,78569-1,19,Resp therapy Counseling note,Counseling note,Find,Pt,{Setting},Doc,Respiratory therapy
179588205,31205717,2,34872-2,20,SW Counseling note,Counseling note,Find,Pt,{Setting},Doc,Social worker
179985823,31205717,2,78570-9,21,Speech-lang path Counseling note,Counseling note,Find,Pt,{Setting},Doc,Speech-language pathology
180042746,31205717,2,84311-0,22,Vocational rehab Counseling note,Counseling note,Find,Pt,{Setting},Doc,Vocational rehabilitation
180048238,31205717,2,85175-8,23,Cust care fac Counseling note,Counseling note,Find,Pt,Custodial care facility,Doc,{Role}
180048066,31205717,2,85163-4,24,Pharmacology OP Counseling note,Counseling note,Find,Pt,Outpatient,Doc,Pharmacology
31205720,31205711,1,LP173114-2,7,Daily or end of shift signout,,,,,,
179987489,31205720,2,78708-5,1,Daily/end shift signout note,Daily or end of shift signout note,Find,Pt,{Setting},Doc,{Role}
179984160,31205720,2,78409-0,2,Nurse Daily/end shift signout note,Daily or end of shift signout note,Find,Pt,{Setting},Doc,Nurse
31205721,31205711,1,LP173115-9,8,Diagnostic study,,,,,,
31205722,31205721,2,LP173116-7,1,Inhalation challenge test,,,,,,
179910846,31205721,2,70004-7,2,Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,{Role}
179896728,31205721,2,68611-3,3,Adolescent med Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Adolescent medicine
180145188,31205721,2,95762-1,4,Allergy Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Allergy
179896929,31205721,2,68625-3,5,Allergy+Immunology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Allergy+Immunology
179897081,31205721,2,68635-2,6,Audiology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Audiology
179957468,31205721,2,75425-9,7,Cardiology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Cardiovascular disease
179897147,31205721,2,68641-0,8,Child+teen psych Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Child and adolescent psychiatry
179897291,31205721,2,68652-7,9,Clinical genetics Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Clinical genetics
179982753,31205721,2,78259-9,10,Dentistry Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Dentistry
179982756,31205721,2,78260-7,11,Dermatology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Dermatology
180128626,31205721,2,93957-9,12,Develop-behav peds Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Developmental-behavioral pediatrics
180150439,31205721,2,96334-8,13,Diabetology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Diabetology
180128628,31205721,2,93958-7,14,Eating disorders Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Eating disorders
179982731,31205721,2,78257-3,15,Endocrinology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Endocrinology
179982708,31205721,2,78255-7,16,Fam Med Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Family medicine
179982710,31205721,2,78256-5,17,Gastroenterology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Gastroenterology
180090313,31205721,2,89499-8,18,Gynecology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Gynecology
180128654,31205721,2,93959-5,19,HF+TC Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Heart failure+Transplant cardiology
180052810,31205721,2,85588-2,20,HemOnc Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Hematology+Medical oncology
180128656,31205721,2,93960-3,21,Immunology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Immunology
179982733,31205721,2,78258-1,22,Infectious disease Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Infectious disease
180128676,31205721,2,93961-1,23,Integrative medicine Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Integrative medicine
179957658,31205721,2,75441-6,24,Mental health Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Mental health
179897523,31205721,2,68673-3,25,Multi-spec prog Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Multi-specialty program
180128678,31205721,2,93962-9,26,Nephrology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Nephrology
179897679,31205721,2,68687-3,27,Neuro surgery Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Neurological surgery
179896110,31205721,2,68556-0,28,Neurology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Neurology
179897775,31205721,2,68696-4,29,Child neuro Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Neurology w special qualifications in child neuro
180055699,31205721,2,85895-1,30,Nuc Medicine Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Nuclear medicine
180055701,31205721,2,85896-9,31,Nurse Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Nurse
180087975,31205721,2,89236-4,32,OB Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Obstetrics
179896113,31205721,2,68557-8,33,OBGYN Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Obstetrics and Gynecology
179985858,31205721,2,78573-3,34,Ophthalmol Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Ophthalmology
179985871,31205721,2,78574-1,35,Optometry Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Optometry
179896355,31205721,2,68577-6,36,Orthopaedic surgery Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Orthopaedic surgery
179985879,31205721,2,78575-8,37,Otolaryngology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Otolaryngology
179897936,31205721,2,68708-7,38,Pain medicine Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Pain medicine
179898058,31205721,2,68718-6,39,Peds cardiology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Pediatric cardiology
179898398,31205721,2,68748-3,40,Peds hem-onc Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Pediatric hematology-oncology
179898623,31205721,2,68767-3,41,Peds nephrology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Pediatric nephrology
179898745,31205721,2,68778-0,42,Peds pulmonology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Pediatric pulmonology
179898916,31205721,2,68794-7,43,Peds surgery Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Pediatric surgery
179899616,31205721,2,68855-6,44,Peds transpl hepato Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Pediatric transplant hepatology
179899045,31205721,2,68804-4,45,Peds urology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Pediatric urology
180128695,31205721,2,93963-7,46,Peds Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Pediatrics
180128717,31205721,2,93964-5,47,Pharmacogenomics Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Pharmacogenomics
180128719,31205721,2,93965-2,48,PM+R Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Physical medicine and rehab
180128740,31205721,2,93966-0,49,Plastic surgery Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Plastic surgery
179985913,31205721,2,78577-4,50,Podiatry Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Podiatry
180128742,31205721,2,93967-8,51,Psychiatric Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Psychiatry
180128763,31205721,2,93968-6,52,Psych Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Psychology
180007550,31205721,2,80792-5,53,Pulmonary disease Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Pulmonary disease
179985845,31205721,2,78572-5,54,Radiation Onc Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Radiation oncology
179896655,31205721,2,68604-8,55,Radiology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Radiology
180021814,31205721,2,82360-9,56,REI Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Reproductive endocrinology and infertility
179985832,31205721,2,78571-7,57,Rheumatology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Rheumatology
180055318,31205721,2,85865-4,58,Sleep med Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Sleep medicine
179987430,31205721,2,78703-6,59,Sports medicine Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Sports medicine
180055721,31205721,2,85898-5,60,Surgery Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Surgery
180128766,31205721,2,93969-4,61,Trauma Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Trauma
179985897,31205721,2,78576-6,62,Urology Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,Urology
180128788,31205721,2,93970-2,63,WOC Diag study note,Diagnostic study note,Find,Pt,{Setting},Doc,"Wound, ostomy, and continence care"
179897134,31205721,2,68640-2,64,Audiology Hosp Diag study note,Diagnostic study note,Find,Pt,Hospital,Doc,Audiology
179897911,31205721,2,68706-1,65,Child neuro Hosp Diag study note,Diagnostic study note,Find,Pt,Hospital,Doc,Neurology w special qualifications in child neuro
179898851,31205721,2,68788-9,66,Peds pulmonology Hosp Diag study note,Diagnostic study note,Find,Pt,Hospital,Doc,Pediatric pulmonology
179899247,31205721,2,68822-6,67,Peds Hosp Diag study note,Diagnostic study note,Find,Pt,Hospital,Doc,Pediatrics
31205723,31205711,1,LP173117-5,9,Education,,,,,,
31205724,31205723,2,LP173120-9,1,Discharge teaching,,,,,,
179980720,31205724,3,78039-5,1,Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,{Role}
179974782,31205724,3,77418-2,2,CCM Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Critical Care Medicine
179982844,31205724,3,78267-2,3,General medicine Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,General medicine
180007827,31205724,3,80812-1,4,Geri med Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Geriatric medicine
180087760,31205724,3,89219-0,5,Gynecology Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Gynecology
179982826,31205724,3,78266-4,6,Mental health Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Mental health
179984294,31205724,3,78422-3,7,Neo peri med Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Neonatal perinatal medicine
179984311,31205724,3,78423-1,8,Nephrology Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Nephrology
179984316,31205724,3,78424-9,9,Neurology Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Neurology
179984334,31205724,3,78425-6,10,Nurse Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Nurse
179984338,31205724,3,78426-4,11,Nurse pract Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Nurse practitioner
179984357,31205724,3,78427-2,12,Nutr+diet Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Nutrition and dietetics
180087880,31205724,3,89229-9,13,OB Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Obstetrics
179987665,31205724,3,78721-8,14,OBGYN Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Obstetrics and Gynecology
179983982,31205724,3,78383-7,15,OT Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Occupational therapy
179984375,31205724,3,78428-0,16,Oncology Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Oncology
179986023,31205724,3,78587-3,17,Palliative care Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Palliative care
179986056,31205724,3,78590-7,18,Peds Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Pediatrics
179986046,31205724,3,78589-9,19,Pharmacology Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Pharmacology
179986068,31205724,3,78591-5,20,PT Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Physical therapy
179986033,31205724,3,78588-1,21,Rec therapy Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Recreational therapy
179986010,31205724,3,78586-5,22,Resp therapy Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Respiratory therapy
179986088,31205724,3,78592-3,23,Speech-lang path Discharge teach note,Discharge teaching note,Find,Pt,{Setting},Doc,Speech-language pathology
179982823,31205724,3,78265-6,24,ED Discharge teach note,Discharge teaching note,Find,Pt,Emergency department,Doc,{Role}
180163004,31205724,3,97664-7,25,Emergency med ED Discharge teach note,Discharge teaching note,Find,Pt,Emergency department,Doc,Emergency medicine
179974679,31205724,3,77410-9,26,Cardiology Hosp Discharge teach note,Discharge teaching note,Find,Pt,Hospital,Doc,Cardiovascular disease
180083336,31205724,3,88694-5,27,Pt's home Discharge teach note,Discharge teaching note,Find,Pt,Patient's home,Doc,{Role}
31205725,31205723,2,LP173121-7,2,Preoperative teaching,,,,,,
179588455,31205723,2,34895-3,3,Educ note,Education note,Find,Pt,{Setting},Doc,{Role}
180069049,31205723,2,87248-1,4,Addiction med Educ note,Education note,Find,Pt,{Setting},Doc,Addiction medicine
180145163,31205723,2,95760-5,5,Allergy Educ note,Education note,Find,Pt,{Setting},Doc,Allergy
179974934,31205723,2,77430-7,6,Allergy+Immunology Educ note,Education note,Find,Pt,{Setting},Doc,Allergy+Immunology
179974621,31205723,2,77404-2,7,Anesthesiology Educ note,Education note,Find,Pt,{Setting},Doc,Anesthesiology
179974847,31205723,2,77423-2,8,Audiology Educ note,Education note,Find,Pt,{Setting},Doc,Audiology
180005384,31205723,2,80576-2,9,Cardiac surgery Educ note,Education note,Find,Pt,{Setting},Doc,Cardiac surgery
179974691,31205723,2,77411-7,10,Cardiology Educ note,Education note,Find,Pt,{Setting},Doc,Cardiovascular disease
179985217,31205723,2,78499-1,11,Cardio+Pulm disease Educ note,Education note,Find,Pt,{Setting},Doc,Cardiovascular disease+Pulmonary disease
179340199,31205723,2,101885-2,12,Child+teen psych Educ note,Education note,Find,Pt,{Setting},Doc,Child and adolescent psychiatry
179982943,31205723,2,78276-3,13,Clinical genetics Educ note,Education note,Find,Pt,{Setting},Doc,Clinical genetics
179982887,31205723,2,78271-4,14,Col+rec surg Educ note,Education note,Find,Pt,{Setting},Doc,Colon and rectal surgery
179974797,31205723,2,77419-0,15,CCM Educ note,Education note,Find,Pt,{Setting},Doc,Critical Care Medicine
179982931,31205723,2,78275-5,16,Dentistry Educ note,Education note,Find,Pt,{Setting},Doc,Dentistry
179982864,31205723,2,78269-8,17,Dermatology Educ note,Education note,Find,Pt,{Setting},Doc,Dermatology
179588476,31205723,2,34897-9,18,Diabetology Educ note,Education note,Find,Pt,{Setting},Doc,Diabetology
180068892,31205723,2,87234-1,19,Dialy Educ note,Education note,Find,Pt,{Setting},Doc,Dialysis
179982966,31205723,2,78278-9,20,Endocrinology Educ note,Education note,Find,Pt,{Setting},Doc,Endocrinology
179982952,31205723,2,78277-1,21,Fam Med Educ note,Education note,Find,Pt,{Setting},Doc,Family medicine
179982877,31205723,2,78270-6,22,Gastroenterology Educ note,Education note,Find,Pt,{Setting},Doc,Gastroenterology
179982899,31205723,2,78272-2,23,General medicine Educ note,Education note,Find,Pt,{Setting},Doc,General medicine
179890562,31205723,2,67854-0,24,Geri med Educ note,Education note,Find,Pt,{Setting},Doc,Geriatric medicine
180087771,31205723,2,89220-8,25,Gynecology Educ note,Education note,Find,Pt,{Setting},Doc,Gynecology
179982921,31205723,2,78274-8,26,Hematology Educ note,Education note,Find,Pt,{Setting},Doc,Hematology
180040612,31205723,2,84140-3,27,HemOnc Educ note,Education note,Find,Pt,{Setting},Doc,Hematology+Medical oncology
180040882,31205723,2,84154-4,28,Hepatology Educ note,Education note,Find,Pt,{Setting},Doc,Hepatology
180145014,31205723,2,95748-0,29,Immunology Educ note,Education note,Find,Pt,{Setting},Doc,Immunology
179983007,31205723,2,78281-3,30,Infectious disease Educ note,Education note,Find,Pt,{Setting},Doc,Infectious disease
179957562,31205723,2,75433-3,31,Interdiscip Educ note,Education note,Find,Pt,{Setting},Doc,Interdisciplinary
180049167,31205723,2,85244-2,32,Internal Med Educ note,Education note,Find,Pt,{Setting},Doc,Internal medicine
180041205,31205723,2,84180-9,33,Kinesiotherapy Educ note,Education note,Find,Pt,{Setting},Doc,Kinesiotherapy
179982984,31205723,2,78279-7,34,Mental health Educ note,Education note,Find,Pt,{Setting},Doc,Mental health
179982854,31205723,2,78268-0,35,Multi-spec prog Educ note,Education note,Find,Pt,{Setting},Doc,Multi-specialty program
179984384,31205723,2,78429-8,36,Neo peri med Educ note,Education note,Find,Pt,{Setting},Doc,Neonatal perinatal medicine
179984396,31205723,2,78430-6,37,Nephrology Educ note,Education note,Find,Pt,{Setting},Doc,Nephrology
179984408,31205723,2,78431-4,38,Neuro surgery Educ note,Education note,Find,Pt,{Setting},Doc,Neurological surgery
179984419,31205723,2,78432-2,39,Neurology Educ note,Education note,Find,Pt,{Setting},Doc,Neurology
179957707,31205723,2,75446-5,40,Nurse Educ note,Education note,Find,Pt,{Setting},Doc,Nurse
179984608,31205723,2,78450-4,41,Nurse pract Educ note,Education note,Find,Pt,{Setting},Doc,Nurse practitioner
179984629,31205723,2,78451-2,42,Nutr+diet Educ note,Education note,Find,Pt,{Setting},Doc,Nutrition and dietetics
180087892,31205723,2,89230-7,43,OB Educ note,Education note,Find,Pt,{Setting},Doc,Obstetrics
179987677,31205723,2,78722-6,44,OBGYN Educ note,Education note,Find,Pt,{Setting},Doc,Obstetrics and Gynecology
179984638,31205723,2,78452-0,45,OT Educ note,Education note,Find,Pt,{Setting},Doc,Occupational therapy
179984650,31205723,2,78453-8,46,Oncology Educ note,Education note,Find,Pt,{Setting},Doc,Oncology
179986302,31205723,2,78608-7,47,Ophthalmol Educ note,Education note,Find,Pt,{Setting},Doc,Ophthalmology
179986273,31205723,2,78605-3,48,Optometry Educ note,Education note,Find,Pt,{Setting},Doc,Optometry
179986108,31205723,2,78594-9,49,OMS Educ note,Education note,Find,Pt,{Setting},Doc,Oral and maxillofacial surgery
179986105,31205723,2,78593-1,50,Orthopaedic surgery Educ note,Education note,Find,Pt,{Setting},Doc,Orthopaedic surgery
180043528,31205723,2,84372-2,51,Orthotics prosthetics Educ note,Education note,Find,Pt,{Setting},Doc,Orthotics prosthetics
179986348,31205723,2,78612-9,52,Otolaryngology Educ note,Education note,Find,Pt,{Setting},Doc,Otolaryngology
179986323,31205723,2,78610-3,53,Pain medicine Educ note,Education note,Find,Pt,{Setting},Doc,Pain medicine
179986180,31205723,2,78599-8,54,Palliative care Educ note,Education note,Find,Pt,{Setting},Doc,Palliative care
180043217,31205723,2,84347-4,55,Pastoral Care Educ note,Education note,Find,Pt,{Setting},Doc,Pastoral care
179986278,31205723,2,78606-1,56,Peds surgery Educ note,Education note,Find,Pt,{Setting},Doc,Pediatric surgery
179986392,31205723,2,78615-2,57,Peds Educ note,Education note,Find,Pt,{Setting},Doc,Pediatrics
179986225,31205723,2,78601-2,58,Pharmacology Educ note,Education note,Find,Pt,{Setting},Doc,Pharmacology
180034882,31205723,2,83714-6,59,PM+R Educ note,Education note,Find,Pt,{Setting},Doc,Physical medicine and rehab
179986254,31205723,2,78604-6,60,PT Educ note,Education note,Find,Pt,{Setting},Doc,Physical therapy
179986373,31205723,2,78614-5,61,Plastic surgery Educ note,Education note,Find,Pt,{Setting},Doc,Plastic surgery
179986346,31205723,2,78611-1,62,Podiatry Educ note,Education note,Find,Pt,{Setting},Doc,Podiatry
180080157,31205723,2,88352-0,63,Polytrauma Educ note,Education note,Find,Pt,{Setting},Doc,Polytrauma
179958152,31205723,2,75481-2,64,Preventive med Educ note,Education note,Find,Pt,{Setting},Doc,Preventive medicine
179958197,31205723,2,75486-1,65,Primary care Educ note,Education note,Find,Pt,{Setting},Doc,Primary care
180037374,31205723,2,83883-9,66,Psychiatric Educ note,Education note,Find,Pt,{Setting},Doc,Psychiatry
180037584,31205723,2,83900-1,67,Psych Educ note,Education note,Find,Pt,{Setting},Doc,Psychology
180007555,31205723,2,80793-3,68,Pulmonary disease Educ note,Education note,Find,Pt,{Setting},Doc,Pulmonary disease
179986131,31205723,2,78595-6,69,Radiation Onc Educ note,Education note,Find,Pt,{Setting},Doc,Radiation oncology
180032739,31205723,2,83593-4,70,Radiation Nurse Educ note,Education note,Find,Pt,{Setting},Doc,Radiation oncology.nurse
180049340,31205723,2,85257-4,71,Radiology Educ note,Education note,Find,Pt,{Setting},Doc,Radiology
180049366,31205723,2,85258-2,72,Radiology Nurse Educ note,Education note,Find,Pt,{Setting},Doc,Radiology.nurse
180037890,31205723,2,83923-3,73,Rec therapy Educ note,Education note,Find,Pt,{Setting},Doc,Recreational therapy
180021833,31205723,2,82361-7,74,REI Educ note,Education note,Find,Pt,{Setting},Doc,Reproductive endocrinology and infertility
179986321,31205723,2,78609-5,75,Resp therapy Educ note,Education note,Find,Pt,{Setting},Doc,Respiratory therapy
179986206,31205723,2,78600-4,76,Rheumatology Educ note,Education note,Find,Pt,{Setting},Doc,Rheumatology
179986299,31205723,2,78607-9,77,SW Educ note,Education note,Find,Pt,{Setting},Doc,Social worker
179986369,31205723,2,78613-7,78,Speech-lang path Educ note,Education note,Find,Pt,{Setting},Doc,Speech-language pathology
180038735,31205723,2,83994-4,79,SCIM Educ note,Education note,Find,Pt,{Setting},Doc,Spinal cord injury medicine
179986227,31205723,2,78602-0,80,Sports medicine Educ note,Education note,Find,Pt,{Setting},Doc,Sports medicine
179982996,31205723,2,78280-5,81,Surgery Educ note,Education note,Find,Pt,{Setting},Doc,Surgery
180007671,31205723,2,80802-2,82,Surg Onc Educ note,Education note,Find,Pt,{Setting},Doc,Surgical oncology
179986135,31205723,2,78596-4,83,Cardiothor surg Educ note,Education note,Find,Pt,{Setting},Doc,Thoracic and cardiac surgery
179986160,31205723,2,78598-0,84,Transpl surg Educ note,Education note,Find,Pt,{Setting},Doc,Transplant surgery
179986252,31205723,2,78603-8,85,Urology Educ note,Education note,Find,Pt,{Setting},Doc,Urology
179986157,31205723,2,78597-2,86,Vascular surgery Educ note,Education note,Find,Pt,{Setting},Doc,Vascular surgery
180056024,31205723,2,85935-5,87,Vocational rehab Educ note,Education note,Find,Pt,{Setting},Doc,Vocational rehabilitation
180055368,31205723,2,85869-6,88,Wmns hlth Educ note,Education note,Find,Pt,{Setting},Doc,Womens health
180048169,31205723,2,85171-7,89,Cust care fac Educ note,Education note,Find,Pt,Custodial care facility,Doc,{Role}
179982909,31205723,2,78273-0,90,ED Educ note,Education note,Find,Pt,Emergency department,Doc,{Role}
180163018,31205723,2,97665-4,91,Emergency med ED Educ note,Education note,Find,Pt,Emergency department,Doc,Emergency medicine
179895395,31205723,2,68477-9,92,Nurse Hosp Educ note,Education note,Find,Pt,Hospital,Doc,Nurse
179896662,31205723,2,68605-5,93,Rec therapy Hosp Educ note,Education note,Find,Pt,Hospital,Doc,Recreational therapy
180048491,31205723,2,85193-1,94,LTC fac Educ note,Education note,Find,Pt,Long term care facility,Doc,{Role}
179890572,31205723,2,67855-7,95,OP Educ note,Education note,Find,Pt,Outpatient,Doc,{Role}
179588561,31205723,2,34902-7,96,Geri med OP Educ note,Education note,Find,Pt,Outpatient,Doc,Geriatric medicine
180042866,31205723,2,84320-1,97,PT OP Educ note,Education note,Find,Pt,Outpatient,Doc,Physical therapy
179580944,31205723,2,34107-3,98,Pt's home Educ note,Education note,Find,Pt,Patient's home,Doc,{Role}
180048659,31205723,2,85207-9,99,Telehealth Educ note,Education note,Find,Pt,Telehealth,Doc,{Role}
31205726,31205711,1,LP173122-5,10,Evaluation and management,,,,,,
31205727,31205726,2,LP173129-0,1,Care,,,,,,
179807477,31205727,3,57054-9,1,Nurse ED Triage+care note,Triage+Care note,Find,Pt,Emergency department,Doc,Nurse
89613187,31205726,2,LP437010-4,2,"Goals, preferences, and priorities for care experience",,,,,,
180012415,89613187,3,81338-6,1,GPP for care experience,"Goals, preferences, and priorities for care experience",Find,Pt,{Setting},Doc,Patient
31205728,31205726,2,LP310260-7,3,Care management,,,,,,
180112215,31205728,3,91983-7,1,Care management note,Care management note,Find,Pt,{Setting},Doc,{Role}
180132190,31205728,3,94324-1,2,Orthopaedic surgery Care management note,Care management note,Find,Pt,{Setting},Doc,Orthopaedic surgery
180112222,31205728,3,91984-5,3,OP Care management note,Care management note,Find,Pt,Outpatient,Doc,{Role}
31205729,31205726,2,LP173130-8,4,Crisis intervention,,,,,,
31205730,31205729,3,LP263715-7,1,Suicide prevention,,,,,,
180072511,31205730,4,87626-8,1,Suicide prevention note,Suicide prevention note,Find,Pt,{Setting},Doc,{Role}
179987511,31205729,3,78709-3,2,Crisis intervention note,Crisis intervention note,Find,Pt,{Setting},Doc,{Role}
179987473,31205729,3,78707-7,3,Mental health Crisis intervention note,Crisis intervention note,Find,Pt,{Setting},Doc,Mental health
180041979,31205729,3,84242-7,4,Nurse Crisis intervention note,Crisis intervention note,Find,Pt,{Setting},Doc,Nurse
31205731,31205726,2,LP173131-6,5,Disease staging,,,,,,
180062100,31205731,3,86534-5,1,Disease staging,Disease staging note,Find,Pt,{Setting},Doc,{Role}
180058805,31205731,3,86215-1,2,HemOnc Disease staging,Disease staging note,Find,Pt,{Setting},Doc,Hematology+Medical oncology
31205732,31205726,2,LP173132-4,6,Disability examination,,,,,,
31205733,31205732,3,LP173133-2,1,Social security administration compensation examination,,,,,,
31205734,31205732,3,LP173134-0,2,Compensation and pension examination,,,,,,
31205735,31205734,4,LP173135-7,1,VA C&P exam.acromegaly,,,,,,
179638372,31205735,5,38932-0,1,VA C&P exam acromegaly,VA C&P exam.acromegaly note,Find,Pt,{Setting},Doc,{Role}
31205736,31205734,4,LP173136-5,2,VA C&P exam.aid and attendance &or housebound,,,,,,
179638378,31205736,5,38933-8,1,VA C&P exam aid+attendance/housebound,VA C&P exam.aid and attendance &or housebound note,Find,Pt,{Setting},Doc,{Role}
31205737,31205734,4,LP173137-3,3,VA C&P exam.arrhythmias,,,,,,
179638393,31205737,5,38934-6,1,VA C&P exam arrhythmias,VA C&P exam.arrhythmias note,Find,Pt,{Setting},Doc,{Role}
31205738,31205734,4,LP173138-1,4,VA C&P exam.miscellaneous arteries &or veins,,,,,,
179638410,31205738,5,38935-3,1,VA C&P exam misc arteries/veins,VA C&P exam.miscellaneous arteries &or veins note,Find,Pt,{Setting},Doc,{Role}
31205739,31205734,4,LP173139-9,5,VA C&P exam.audio,,,,,,
179638423,31205739,5,38936-1,1,VA C&P exam audio,VA C&P exam.audio note,Find,Pt,{Setting},Doc,{Role}
31205740,31205734,4,LP173140-7,6,VA C&P exam.bones,,,,,,
31205741,31205734,4,LP173105-0,7,VA C&P exam.bones fractures &or bone disease,,,,,,
179638440,31205741,5,38937-9,1,VA C&P exam bones fractures/bone disease,VA C&P exam.bones fractures &or bone disease note,Find,Pt,{Setting},Doc,{Role}
31205742,31205734,4,LP173141-5,8,VA C&P exam.brain &or spinal cord,,,,,,
179638442,31205742,5,38938-7,1,VA C&P exam brain/spinal cord,VA C&P exam.brain &or spinal cord note,Find,Pt,{Setting},Doc,{Role}
31205743,31205734,4,LP173142-3,9,VA C&P exam.chronic fatigue syndrome,,,,,,
179638463,31205743,5,38939-5,1,VA C&P exam chronic fatigue syndrome,VA C&P exam.chronic fatigue syndrome note,Find,Pt,{Setting},Doc,{Role}
31205744,31205734,4,LP173143-1,10,VA C&P exam.cold injury protocol,,,,,,
179638474,31205744,5,38940-3,1,VA C&P exam cold injury protocol,VA C&P exam.cold injury protocol note,Find,Pt,{Setting},Doc,{Role}
31205745,31205734,4,LP173144-9,11,VA C&P exam.cranial nerves,,,,,,
